Gene_id,Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides 1,Peptides 2,Razor + unique peptides 1,Razor + unique peptides 2,Unique peptides 1,Unique peptides 2,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Fraction 2,Fraction 11,Fraction 12,Q-value,Score,Identification type 1,Identification type 2,Sequence coverage 1 [%],Sequence coverage 2 [%],Intensity,Intensity 1,Intensity 2,iBAQ,iBAQ 1,iBAQ 2,LFQ intensity 1,LFQ intensity 2,MS/MS count 1,MS/MS count 2,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,DSSTP_K site IDs,Oxidation (M) site IDs,DSSTP_K site positions,Oxidation (M) site positions,Gene_desc,fc1,fc2,fc3,log10_score,log10_intensity,log10_iBAQ,pvalues,mean,log_mean,log_pvalues
Tb927.11.7240,Tb927.11.7240:mRNA-p1;Tb11.v5.0258.1-p1,Tb927.11.7240:mRNA-p1;Tb11.v5.0258.1-p1,1;1,1;1,1;1,Tb927.11.7240:mRNA-p1 | transcript=Tb927.11.7240:mRNA | gene=Tb927.11.7240 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=nexin-dynein regulatory complex 2 | transcript_product=nexin-dynein regulatory complex 2 | location=Tb927_11_v5.1:2047814,2,1,1,1,0,1,0,1,0,1,1.8,1.8,1.8,58.672,507,507;507,12.0,,,,1.0,0.010086,0.56433,,By MS/MS,0.0,1.8,859170,177320,1050330,28639.0,2266.1,29896.6,201910,343096,0,1,1,,,,65,3664,True,3831,7045,7242,7242,,,,,nexin-dynein regulatory complex 2,0.26553337114322884,0.18183516032795774,0.3037722257903359,-0.24846686185446332,5.9340791041772665,4.456957849457605,9.243554075218679e-06,0.20973456393304812,-2.253363459939642,3.96160417918273
Tb927.7.4500,Tb927.7.4500:mRNA-p1;Tb11.v5.0263.1-p1,Tb927.7.4500:mRNA-p1;Tb11.v5.0263.1-p1,1;1,1;1,1;1,"Tb927.7.4500:mRNA-p1 | transcript=Tb927.7.4500:mRNA | gene=Tb927.7.4500 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=PX domain containing protein, putative | transcript_product=PX domain containing protein, putative | location=Tb927_07_v5.1:",2,1,1,1,0,1,0,1,0,1,1.9,1.9,1.9,58.428000000000004,528,528;528,12.0,,,,1.0,0.0,2.0263,,By MS/MS,0.0,1.9,1590600,177320,1781760,58911.0,2266.1,60168.6,201910,602186,0,1,1,,,,66,4155,True,4349,7960,8314,8314,,,,,"PX domain containing protein, putative",0.15857734226662332,0.08103239255375665,0.17317366952017857,0.30670374442964077,6.201560978116737,4.770196394842526,4.186211447637327e-06,0.1068807091247122,-3.2259266100380604,3.9821897540542306
Tb11.v5.0365,Tb11.v5.0365.1-p1;Tb927.11.12870:mRNA-p1,Tb11.v5.0365.1-p1,10;1,2;1,2;1,"Tb11.v5.0365.1-p1 | transcript=Tb11.v5.0365.1 | gene=Tb11.v5.0365 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_bin_v5.1:1223367-1225607(",2,10,2,2,3,10,1,2,1,2,13.5,2.9,2.9,82.854,746,746;735,9.6,,1.0,2.0,2.0,0.0,3.7982,By MS/MS,By MS/MS,5.1,13.5,7658900,607060,7420260,191470.0,13009.1,181987.6,201910,1935566,0,1,1,,,,67,426;1232;1250;1979;2915;2919;2920;2921;2943;3590,True;False;True;False;False;False;False;False;False;False,448;1286;1307;2068;3055;3059;3060;3061;3084;3753,876;877;878;2326;2376;2377;3776;3777;5550;5551;5556;5557;5558;5559;5560;5561;5562;5599;5600;6895;6896,908;909;2357;2417;3796;3797;5637;5638;5643;5644;5645;5646;5647;5648;5682;7105;7106,909;2357;2417;3796;5637;5644;5646;5647;5682;7105,,,,,"hypothetical protein, conserved",0.12993490604064,0.17267734254508552,0.05448629174378969,0.5795778294398342,6.88416639910588,5.282100737285847,4.919406331728755e-07,0.15842986371027035,-2.6580837887260933,3.9978687668891735
Tb11.v5.0366,Tb11.v5.0366.1-p1;Tb927.11.12880:mRNA-p1,Tb11.v5.0366.1-p1,11;4,11;4,3;1,"Tb11.v5.0366.1-p1 | transcript=Tb11.v5.0366.1 | gene=Tb11.v5.0366 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_bin_v5.1:1226272-1229520(",2,11,11,3,3,11,3,11,1,3,20.0,20.0,7.6,120.58,1082,1082;1090,9.75,3.0,1.0,11.0,9.0,0.0,9.8831,By MS/MS,By MS/MS,9.1,20.0,32362000,4840520,27889160,548500.0,81303.1,470717.6,6054810,5972866,4,16,20,,,,68,1232;1979;1980;2915;2919;2920;2921;2922;2943;3118;3590,True;True;True;True;True;True;True;True;True;True;True,1286;2068;2069;3055;3059;3060;3061;3062;3084;3265;3753,2326;3776;3777;3778;3779;5550;5551;5556;5557;5558;5559;5560;5561;5562;5563;5564;5565;5566;5599;5600;5946;5947;6895;6896,2357;3796;3797;3798;3799;5637;5638;5643;5644;5645;5646;5647;5648;5649;5650;5651;5682;6031;6032;7105;7106,2357;3796;3799;5637;5644;5646;5647;5650;5682;6031;7105,,,,,"hypothetical protein, conserved",0.27219430259250094,0.36214929032133547,0.5257299387848816,0.9948931897014961,7.510035353549736,5.73917663191073,2.4058829576768197e-05,0.33216429441172396,-1.5900310939641433,3.9063723204687215
Tb11.v5.0394,Tb11.v5.0394.1-p1;Tb927.10.15750:mRNA-p1,Tb11.v5.0394.1-p1;Tb927.10.15750:mRNA-p1,8;8,8;8,8;8,"Tb11.v5.0394.1-p1 | transcript=Tb11.v5.0394.1 | gene=Tb11.v5.0394 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_bin_v5.1:1381337-1386175(",2,8,8,8,0,8,0,8,0,8,20.5,20.5,20.5,183.78,1612,1612;1748,11.0,,,8.0,,0.0,9.9972,,By MS/MS,0.0,20.5,14312000,177320,14503160,159020.0,2266.1,160277.6,201910,2941066,0,8,8,,,,69,34;679;2127;3143;3863;3938;4350;4351,True;True;True;True;True;True;True;True,34;712;2216;3290;4045;4125;4554;4555,68;1316;4060;5986;7423;7573;8353;8354,69;1347;4085;6072;7710;7915;8729;8730,69;1347;4085;6072;7710;7915;8729;8730,,49,,434,"hypothetical protein, conserved",0.019052525755385154,0.03532423150963691,0.034975375824751194,0.9998783805175449,7.155700327559317,5.201451749121719,5.8619570238461994e-09,0.029900329591552987,-5.063694802425649,3.999974542590258
Tb11.v5.0399,Tb11.v5.0399.1-p1;Tb927.10.9650:mRNA-p1,Tb11.v5.0399.1-p1;Tb927.10.9650:mRNA-p1,6;6,6;6,6;6,"Tb11.v5.0399.1-p1 | transcript=Tb11.v5.0399.1 | gene=Tb11.v5.0399 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_bin_v5.1:1435595-1438963(",2,6,6,6,1,6,1,6,1,6,6.2,6.2,6.2,121.09,1122,1122;1406,10.4,,1.0,6.0,3.0,0.0,11.097999999999999,By MS/MS,By MS/MS,1.1,6.2,4594500,177320,4785660,93766.0,2266.1,95023.6,201910,1172766,1,6,7,,,,70,28;1846;1869;1971;3235;3250,True;True;True;True;True;True,28;1926;1951;2060;3383;3399,58;3480;3481;3540;3541;3762;3763;6177;6178;6211,60;3503;3504;3562;3783;6266;6295,60;3504;3562;3783;6266;6295,,,,,"hypothetical protein, conserved",0.05655118824080881,0.05582220711716689,0.08786888302575768,1.045244720478147,6.6622382558622535,4.972045389667183,2.6348942045439528e-14,0.05606520082504753,-4.156750609220217,3.999999999885568
Tb927.10.540,Tb927.10.540:mRNA-p1;Tb11.v5.0414.1-p1,Tb927.10.540:mRNA-p1;Tb11.v5.0414.1-p1,2;2,2;2,2;2,"Tb927.10.540:mRNA-p1 | transcript=Tb927.10.540:mRNA | gene=Tb927.10.540 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ATP-dependent RNA helicase SUB2, putative | transcript_product=ATP-dependent RNA helicase SUB2, putative | location=Tb927_10",2,2,2,2,0,2,0,2,0,2,5.7,5.7,5.7,49.226000000000006,436,436;436,11.5,,,2.0,2.0,0.0,3.6283,,By MS/MS,0.0,5.7,3324500,177320,3515660,158310.0,2266.1,159567.6,201910,867326,0,3,3,,,,71,1092;3412,True;True,1143;3572,2070;2071;6573;6574,2088;6764;6765,2088;6764,,,,,"ATP-dependent RNA helicase SUB2, putative",0.08242380328258027,0.035694163919264915,0.1201560802207962,0.5597031887954678,6.52172633728741,5.199508348896786,4.351977661889014e-07,0.051270710373703364,-4.2857213028544345,3.9981140609282955
Tb927.10.15390,Tb927.10.15390:mRNA-p1;Tb11.v5.0434.1-p1,Tb927.10.15390:mRNA-p1;Tb11.v5.0434.1-p1,1;1,1;1,1;1,Tb927.10.15390:mRNA-p1 | transcript=Tb927.10.15390:mRNA | gene=Tb927.10.15390 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Flagellum attachment zone protein 7 | transcript_product=Flagellum attachment zone protein 7 | location=Tb927_10_v5.1:,2,1,1,1,0,1,0,1,0,1,0.8,0.8,0.8,123.56,1095,1095;1095,11.5,,,1.0,1.0,0.0034014,1.0435,,By MS/MS,0.0,0.8,6309400,177320,6500560,105160.0,2266.1,106417.6,201910,2146666,0,2,2,,,,72,2368,True,2462,4487;4488,4541;4542,4542,,,,,Flagellum attachment zone protein 7,0.040335670438732436,0.05003223871418964,0.04913999925386018,0.018492453401472875,6.7999880614503665,5.021850577434325,7.931752169011428e-10,0.04680004928903724,-4.417346140542708,3.9999965552974626
Tb927.1.1560,Tb927.1.1560:mRNA-p1;Tb11.v5.0464.1-p1;Tb927.10.3520:mRNA-p1;Tb927.6.1090:mRNA-p1;Tb927.10.9740:mRNA-p1;Tb927.7.2500:mRNA-p1,Tb927.1.1560:mRNA-p1;Tb11.v5.0464.1-p1,9;9;1;1;1;1,9;9;1;1;1;1,8;8;0;0;0;0,"Tb927.1.1560:mRNA-p1 | transcript=Tb927.1.1560:mRNA | gene=Tb927.1.1560 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=vesicular-fusion protein nsf, putative | transcript_product=vesicular-fusion protein nsf, putative | location=Tb927_01_v5.1:",6,9,9,8,6,7,6,7,5,6,13.7,13.7,12.0,79.953,725,725;725;399;403;408;437,7.89,,7.0,4.0,7.0,0.0,11.487,By MS/MS,By MS/MS,9.5,10.2,20284000,7171720,13481160,507110.0,177126.1,333507.6,7293210,3770266,7,9,16,,,,73,1110;1345;1551;2809;3100;3499;3548;4017;4361,True;True;True;True;True;True;True;True;True,1162;1405;1406;1616;2944;3247;3662;3711;4205;4565,2099;2100;2541;2542;2918;2919;2920;5344;5910;5911;5912;6738;6739;6740;6823;7711;8366;8367,2116;2566;2567;2929;2930;2931;5396;6002;6003;6943;6944;6945;7034;8049;8743;8744,2116;2567;2931;5396;6002;6943;7034;8049;8743,,50,,60,"vesicular-fusion protein nsf, putative",0.9274890828856116,0.8992650332762983,1.0632592018956082,1.06020662106735,7.307153601875836,5.705102174740337,0.0006304212966283513,0.908673049812736,-0.13816680405767298,3.1364265727227445
Tb927.1.2390,Tb927.1.2390:mRNA-p1;Tb927.1.2370:mRNA-p1;Tb927.1.2350:mRNA-p1;Tb927.1.2330:mRNA-p1;Tb11.v5.0469.1-p1;Tb927.1.2410:pseudogenic_transcript-p1,Tb927.1.2390:mRNA-p1;Tb927.1.2370:mRNA-p1;Tb927.1.2350:mRNA-p1;Tb927.1.2330:mRNA-p1;Tb11.v5.0469.1-p1;Tb927.1.2410:pseudogenic_transcript-p1,15;15;15;15;15;9,15;15;15;15;15;9,15;15;15;15;15;9,Tb927.1.2390:mRNA-p1 | transcript=Tb927.1.2390:mRNA | gene=Tb927.1.2390 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=beta tubulin | transcript_product=beta tubulin | location=Tb927_01_v5.1:581408-582736(+) | protein_length=442 | sequence_SO=,6,15,15,15,11,15,11,15,11,15,36.9,36.9,36.9,49.70399999999999,442,442;442;442;442;442;300,9.61,,18.0,28.0,41.0,0.0,102.32,By MS/MS,By MS/MS,24.2,36.9,758600000,83802320,675171160,37930000.0,4183466.1,33750257.6,93098910,116578766,20,97,117,,,,74,914;1072;1225;1226;1434;1830;1841;2053;2376;2709;2762;3430;3496;3972;4316,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,958;1121;1122;1279;1280;1495;1496;1908;1909;1921;2142;2470;2834;2835;2836;2895;3590;3658;3659;4159;4160;4517,1754;1755;1756;1757;2023;2024;2025;2026;2027;2028;2029;2030;2312;2313;2314;2315;2316;2317;2318;2319;2320;2706;2707;2708;2709;2710;2711;2712;2713;3444;3445;3446;3447;3448;3449;3470;3471;3472;3473;3474;3475;3928;3929;3930;3931;3932;3933;3934;3935;4498;4499;4500;4501;4502;5127;5128;5129;5130;5131;5132;5133;5134;5135;5136;5137;5138;5253;6604;6605;6606;6607;6608;6727;6728;6729;6730;6731;6732;6733;6734;7631;7632;7633;8300;8301;8302;8303,1789;1790;1791;1792;1793;1794;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2338;2339;2340;2341;2342;2343;2344;2345;2346;2347;2348;2349;2350;2351;2724;2725;2726;2727;2728;2729;2730;2731;2732;2733;2734;2735;3463;3464;3465;3466;3467;3468;3469;3470;3491;3492;3493;3494;3495;3496;3497;3498;3940;3941;3942;3943;3944;3945;3946;3947;3948;3949;3950;4551;4552;4553;4554;5174;5175;5176;5177;5178;5179;5180;5181;5182;5183;5184;5302;6792;6793;6794;6795;6796;6797;6798;6799;6800;6801;6929;6930;6931;6932;6933;6934;6935;6936;6937;6938;6939;6940;7980;7981;8672;8673;8674;8675;8676;8677;8678;8679;8680;8681,1794;2046;2344;2347;2728;3470;3495;3942;4553;5174;5302;6799;6933;7980;8679,,51;52;53;54;55;56;57;58,,73;164;165;293;299;300;330;388,beta tubulin,0.18860347762722182,0.2664102713833801,0.4156575945877841,2.0099605314705973,8.880012838366772,7.57898284270279,8.094663533735829e-06,0.24047467346466064,-2.056043135989615,3.966195745963975
Tb11.v5.0498,Tb11.v5.0498.1-p1;Tb927.10.2570:mRNA-p1,Tb11.v5.0498.1-p1;Tb927.10.2570:mRNA-p1,1;1,1;1,1;1,"Tb11.v5.0498.1-p1 | transcript=Tb11.v5.0498.1 | gene=Tb11.v5.0498 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=lysosomal alpha-mannosidase precursor, putative | transcript_product=lysosomal alpha-mannosidase precursor, putative | location=Tb",2,1,1,1,0,1,0,1,0,1,1.6,1.6,1.6,79.141,708,708;997,12.0,,,,1.0,0.0018727,1.3215,,By MS/MS,0.0,1.6,0,177320,191160,0.0,2266.1,1257.6,201910,38766,0,1,1,,,,75,3758,True,3933,7242,7517,7517,,,,,"lysosomal alpha-mannosidase precursor, putative",1.4926911453925609,2.6459847613799767,2.458327712103935,0.12106716746772912,-inf,-inf,0.030454586032925317,2.261553556050838,1.1773141609633926,1.5149235959184342
Tb927.10.3940,Tb927.10.3940:mRNA-p1;Tb927.10.3930:mRNA-p1;Tb11.v5.0501.1-p1,Tb927.10.3940:mRNA-p1;Tb927.10.3930:mRNA-p1;Tb11.v5.0501.1-p1,2;2;2,2;2;2,2;2;2,"Tb927.10.3940:mRNA-p1 | transcript=Tb927.10.3940:mRNA | gene=Tb927.10.3940 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=40S ribosomal protein S3A, putative | transcript_product=40S ribosomal protein S3A, putative | location=Tb927_10_v5.1:104",3,2,2,2,0,2,0,2,0,2,8.2,8.2,8.2,29.421999999999997,256,256;256;256,11.5,,,2.0,2.0,0.0034483000000000005,1.0783,,By MS/MS,0.0,8.2,4412400,177320,4603560,294160.0,2266.1,295417.6,201910,1253866,0,2,2,,,,76,4193;4236,True;True,4389;4434,8034;8035;8120;8121,8381;8471,8381;8471,,,,,"40S ribosomal protein S3A, putative",0.05928552263437643,0.01725747370733697,0.08355939530880645,0.03273960520949338,6.644674875916487,5.468583616860806,2.620602722098991e-07,0.031266823349683455,-4.999223538163173,3.9988633753696963
Tb927.10.5620,Tb927.10.5620:mRNA-p1;Tb11.v5.0531.1-p1,Tb927.10.5620:mRNA-p1;Tb11.v5.0531.1-p1,15;15,15;15,15;15,"Tb927.10.5620:mRNA-p1 | transcript=Tb927.10.5620:mRNA | gene=Tb927.10.5620 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=fructose-bisphosphate aldolase, glycosomal | transcript_product=fructose-bisphosphate aldolase, glycosomal | location=Tb9",2,15,15,15,11,14,11,14,11,14,41.7,41.7,41.7,41.071000000000005,372,372;372,6.84,13.0,13.0,16.0,14.0,0.0,30.554000000000002,By MS/MS,By MS/MS,30.6,39.5,230830000,96776320,134421160,10992000.0,4602266.1,6393357.6,98907910,34622766,26,25,51,,,,77,242;376;1027;1130;1218;1341;1422;1858;2211;2427;2569;3055;3571;3621;3941,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,253;395;1076;1182;1272;1400;1401;1483;1939;2302;2522;2683;2684;3201;3734;3786;4128,499;500;501;761;762;763;764;765;766;767;768;769;770;1947;1948;1949;2129;2130;2131;2302;2303;2534;2535;2536;2688;2689;2690;2691;3511;3512;3513;3514;3515;3516;3517;4219;4616;4617;4618;4872;4873;4874;4875;4876;5824;6860;6861;6960;6961;6962;7578;7579;7580;7581;7582;7583,539;540;541;795;796;797;798;799;800;801;802;803;1977;1978;1979;2143;2144;2329;2330;2559;2560;2708;2709;2710;2711;3528;3529;3530;3531;3532;3533;3534;3535;4252;4685;4686;4687;4923;4924;4925;4926;5921;7072;7073;7074;7167;7168;7169;7170;7920;7921;7922;7923;7924,540;795;1978;2144;2329;2560;2710;3528;4252;4685;4924;5921;7074;7168;7924,,59;60,,134;344,"fructose-bisphosphate aldolase, glycosomal",1.160884564521906,1.14967588081962,1.596992771783081,1.48506807429087,8.363292251571082,7.041076719715475,2.1024748087612373e-06,1.1534121087203821,0.20590807324995375,3.9909637311475366
Tb927.8.5010,Tb927.8.5010:mRNA-p1;Tb927.8.5000:mRNA-p1;Tb927.8.4990:mRNA-p1;Tb927.8.4980:mRNA-p1;Tb927.8.4970:mRNA-p1;Tb11.v5.0538.1-p1,Tb927.8.5010:mRNA-p1;Tb927.8.5000:mRNA-p1;Tb927.8.4990:mRNA-p1;Tb927.8.4980:mRNA-p1;Tb927.8.4970:mRNA-p1;Tb11.v5.0538.1-p1,51;51;51;51;51;51,50;50;50;50;50;50,50;50;50;50;50;50,Tb927.8.5010:mRNA-p1 | transcript=Tb927.8.5010:mRNA | gene=Tb927.8.5010 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Paraflagellar rod protein 2-5 | transcript_product=Paraflagellar rod protein 2-5 | location=Tb927_08_v5.1:1483434-1485236(+),6,51,50,50,16,51,16,50,16,50,66.8,65.7,65.7,69.596,600,600;600;600;600;600;600,10.5,5.0,23.0,70.0,137.0,0.0,323.31,By MS/MS,By MS/MS,22.7,66.8,6322800000,139447320,6183691160,218030000.0,4804766.1,213221257.6,123321910,1770238766,29,255,284,,,,78,67;68;160;318;333;334;480;925;1076;1185;1186;1483;1588;1670;1671;1718;1723;1780;1781;1984;1985;1994;2107;2209;2231;2332;2365;2551;2676;2700;2785;2893;3024;3028;3048;3202;3203;3284;3285;3376;3393;3535;3668;3669;3692;3702;3814;3889;3943;4250;4251,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True,70;71;72;73;167;335;350;351;352;353;507;970;1126;1239;1240;1546;1653;1737;1738;1793;1798;1855;1856;2073;2074;2083;2196;2300;2322;2426;2459;2661;2662;2801;2825;2918;2919;3033;3169;3173;3193;3194;3350;3351;3436;3437;3534;3535;3553;3698;3835;3836;3860;3861;3873;3993;3994;4073;4074;4130;4448;4449,143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;345;346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;634;635;636;637;658;659;660;661;662;663;664;665;666;667;668;669;670;671;672;673;674;675;676;677;983;984;1776;1777;2036;2037;2038;2039;2040;2041;2042;2226;2227;2228;2229;2230;2786;2982;2983;2984;2985;2986;2987;2988;2989;3125;3126;3127;3128;3129;3130;3131;3132;3133;3134;3135;3136;3137;3138;3139;3140;3218;3219;3234;3235;3236;3332;3333;3334;3335;3336;3784;3785;3786;3787;3788;3789;3790;3801;3802;3803;4014;4015;4213;4214;4215;4216;4217;4265;4266;4429;4480;4481;4482;4483;4484;4842;4843;4844;4845;4846;4847;4848;4849;5069;5070;5071;5072;5115;5116;5288;5289;5290;5291;5292;5500;5501;5502;5503;5504;5772;5773;5777;5778;5779;5806;5807;6087;6088;6089;6090;6091;6092;6287;6288;6289;6470;6471;6472;6473;6474;6475;6476;6477;6478;6479;6480;6544;6806;7051;7052;7053;7054;7055;7056;7098;7099;7100;7101;7102;7103;7104;7105;7144;7145;7146;7147;7337;7338;7339;7340;7341;7342;7343;7344;7471;7472;7473;7474;7475;7476;7585;8146;8147;8148;8149;8150;8151;8152;8153;8154;8155;8156,144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;353;354;355;356;357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394;395;396;397;673;674;675;676;677;697;698;699;700;701;702;703;704;705;706;707;708;709;710;711;712;713;714;715;716;717;718;719;720;1017;1018;1816;2057;2058;2059;2060;2061;2062;2063;2064;2236;2237;2238;2239;2801;2986;2987;2988;2989;2990;2991;2992;2993;3121;3122;3123;3124;3125;3126;3127;3128;3129;3130;3131;3207;3222;3223;3335;3336;3337;3338;3339;3340;3804;3805;3806;3807;3808;3817;3818;4026;4246;4247;4248;4249;4250;4312;4313;4482;4531;4532;4533;4534;4535;4536;4537;4538;4893;4894;4895;4896;4897;4898;4899;4900;4901;5111;5112;5113;5114;5115;5160;5161;5162;5163;5164;5334;5335;5336;5337;5338;5339;5571;5572;5573;5574;5875;5876;5880;5881;5906;5907;6172;6173;6174;6175;6176;6177;6178;6394;6395;6611;6612;6613;6614;6615;6616;6617;6618;6619;6620;6621;6622;6623;6624;6625;6626;6627;6628;6738;7017;7247;7248;7249;7250;7251;7252;7253;7254;7255;7256;7257;7258;7259;7260;7329;7330;7331;7332;7333;7334;7419;7420;7421;7422;7423;7616;7617;7618;7619;7620;7621;7622;7623;7624;7625;7626;7627;7628;7629;7814;7815;7816;7817;7818;7819;7820;7821;7822;7823;7824;7926;8504;8505;8506;8507;8508;8509;8510;8511;8512;8513;8514;8515,146;162;362;674;704;719;1017;1816;2060;2236;2237;2801;2987;3121;3131;3207;3222;3338;3340;3807;3808;3817;4026;4248;4313;4482;4536;4900;5113;5161;5336;5574;5876;5881;5906;6172;6177;6394;6395;6623;6738;7017;7252;7259;7334;7422;7622;7821;7926;8509;8515,,61;62;63;64;65;66;67;68;69;70;71;72,,107;149;174;189;228;316;407;409;513;557;584;595,Paraflagellar rod protein 2-5,0.034975375824751194,0.05144642260654966,0.03584016425994666,2.509619137576773,9.800909444620412,8.338516254788367,6.579330000562884e-09,0.045956073679283505,-4.443600645171817,3.999971427272798
Tb927.10.10970,Tb927.10.10970:mRNA-p1;Tb927.10.10960:mRNA-p1;Tb927.10.10950:mRNA-p1;Tb927.10.10940:mRNA-p1;Tb927.10.10920:mRNA-p1;Tb927.10.10910:mRNA-p1;Tb927.10.10900:mRNA-p1;Tb927.10.10890:mRNA-p1;Tb11.v5.0543.1-p1;Tb927.10.10980:mRNA-p1;Tb927.10.10930:mRNA-p1,Tb927.10.10970:mRNA-p1;Tb927.10.10960:mRNA-p1;Tb927.10.10950:mRNA-p1;Tb927.10.10940:mRNA-p1;Tb927.10.10920:mRNA-p1;Tb927.10.10910:mRNA-p1;Tb927.10.10900:mRNA-p1;Tb927.10.10890:mRNA-p1;Tb11.v5.0543.1-p1;Tb927.10.10980:mRNA-p1;Tb927.10.10930:mRNA-p1,11;11;11;11;11;11;11;11;11;10;10,11;11;11;11;11;11;11;11;11;10;10,11;11;11;11;11;11;11;11;11;10;10,"Tb927.10.10970:mRNA-p1 | transcript=Tb927.10.10970:mRNA | gene=Tb927.10.10970 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=heat shock protein, putative | transcript_product=heat shock protein, putative | location=Tb927_10_v5.1:2677254-267936",11,11,11,11,4,11,4,11,4,11,20.3,20.3,20.3,80.793,704,704;704;704;704;704;704;704;704;704;704;704,10.1,,4.0,12.0,11.0,0.0,9.4741,By MS/MS,By MS/MS,6.4,20.3,28315000,2945620,25738160,858040.0,86153.1,775407.6,5628110,4136966,4,13,17,,,,79,71;188;736;825;1565;1936;1966;2153;2861;3688;4336,True;True;True;True;True;True;True;True;True;True;True,76;197;773;865;1630;2024;2055;2242;2998;3856;4540,175;176;404;405;1442;1443;1588;1589;2943;2944;2945;2946;3666;3667;3751;3752;4106;4107;4108;4109;5427;5428;5429;7091;7092;7093;8334,180;181;436;1476;1615;2950;2951;2952;3691;3773;4130;4131;4132;5468;5469;7324;7325;8710,180;436;1476;1615;2952;3691;3773;4132;5469;7325;8710,,,,,"heat shock protein, putative",0.17474097604977737,0.2487369172905285,0.7298259029258309,0.9765379644344742,7.452016565962548,5.933507534205759,6.0854295635479464e-06,0.22407160354361144,-2.1579682663094233,3.9743442607233916
Tb927.10.4800,Tb927.10.4800:mRNA-p1;Tb11.v5.0597.1-p1,Tb927.10.4800:mRNA-p1;Tb11.v5.0597.1-p1,1;1,1;1,1;1,"Tb927.10.4800:mRNA-p1 | transcript=Tb927.10.4800:mRNA | gene=Tb927.10.4800 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_10_v5.1:1204986-120",2,1,1,1,0,1,0,1,0,1,2.6,2.6,2.6,65.51100000000001,581,581;638,12.0,,,,1.0,0.0,2.5866,,By MS/MS,0.0,2.6,687300,177320,878460,20827.0,2266.1,22084.6,201910,282216,0,1,1,,,,80,3774,True,3951,7266,7538,7538,,,,,"hypothetical protein, conserved",0.3376533609689174,0.23317965660642345,0.371685828805399,0.41272927323753167,5.83714634390906,4.318626717029967,3.027854913491418e-05,0.26800422472725477,-1.8996723518721519,3.8851270866608134
